custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,lntollmon,tollten,equip,equipmon,equipten,lnequipten,callcard,cardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
0538-YBYBTV-M73,3,2,1,25,3,Septiembre,20,5,2,1,0,1,0,40,2,8.4,1.18944,2.17056,1,2,1,19,4,6,5,0,3,0,2,0,0,0,1,1,3,2,4,1,0,25.5,2,1,0,1,1,28,1,0,0,0,0,0,1,1,0,0,9,4,0,0,1,4,4,1,0,8,3,2,1,3,1,7,3,5,91.59,1,20.29,1,1,26,1,7.55,196.5,1,16.75,2.81839825827108,470.95,1,50.85,1295.35,7.16653620788748,1,13.75,380,5.94017125272043,1,57.6,4.05352256770185,1433.1,7.26759520906403,1,1,1,2,0,1,0,1,1,1,16,1,1,1,1,1,1,1,1,1,0,0,0
2790-WKBKUI-SYH,5,5,1,26,3,Agosto,12,2,3,0,4,2,0,19,1,1.9,.163172,.197828,0,3,1,13,2,3,0,0,0,0,0,0,0,0,1,4,6,2,3,1,1,10,1,0,1,1,1,30,1,0,0,0,1,0,0,0,0,0,3,4,1,0,0,2,1,4,0,6,3,4,3,3,0,8,3,10,200.28,6,134.71,1,1,28,1,7.05,224.45,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,3,0,1,0,0,1,1,26,1,1,1,0,1,1,1,0,0,1,0,1
2197-RKAIUP-8RK,5,5,0,22,2,Agosto,16,3,6,0,0,1,0,44,2,3,.23628,1.08372,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,1,2,0,1,24.7,2,1,0,1,1,48,1,0,0,1,0,0,0,0,0,0,9,5,0,0,0,2,4,2,0,4,2,1,4,2,1,4,2,10,313.29,7,301.79,0,1,25,1,5.75,161.95,1,23,3.13549421592915,574.35,1,45.1,1056.2,6.96243284027283,1,21,480,6.17378610390194,1,34.55,3.54240755021368,757,6.62936325343745,1,1,1,0,1,1,1,1,1,1,21,1,1,1,0,0,1,1,0,0,0,0,1
1791-IFXSVM-OM7,5,2,1,70,6,Marzo,13,2,2,0,10,3,1,9,1,14.6,.66357,.65043,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,4,35,5,2,1,0,3.9,1,0,0,1,1,31,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,5,3,3,0,16,5,3,4,3,0,12,4,5,52.91,3,35.84,0,2,48,0,12.15,619.35,0,0, ,0,0,0,0, ,1,30,1395,7.24064969425547,0,0, ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0107-IFJBTR-1JZ,3,1,0,44,4,Agosto,17,4,5,1,19,5,0,123,4,15.8,4.975104,14.458896,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,11,3,0,-1,-1,-1,-1,-1,1,8,4,32,0,0,0,0,0,0,0,1,0,1,9,2,1,1,1,3,3,4,1,21,5,1,2,2,1,16,5,11,143.62,4,81.24,0,2,52,0,16,822.8,0,0, ,0,0,0,0, ,1,18.75,970,6.87729607149743,0,0, ,0, ,0,0,0,0,0,1,0,0,1,1,14,1,1,1,0,0,1,0,0,1,0,0,0
8742-LWTONK-ER7,5,3,0,57,5,Febrero,9,1,2,0,11,4,0,54,3,12,1.5876,4.8924,0,1,1,10,1,4,1,1,0,0,0,0,0,0,1,3,21,4,1,1,0,25.4,2,0,0,5,3,27,0,0,0,1,1,0,0,0,0,0,9,2,1,0,1,5,3,3,0,8,3,2,2,2,0,6,3,7,118.85,1,19.76,1,2,27,0,3.7,92.45,1,21,3.04452243772342,551.25,0,0,0, ,1,21.5,555,6.31896811374643,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,1,1,0,0,0,0
7285-QIPKCQ-GAJ,3,3,0,29,3,Mayo,20,5,6,0,2,2,0,137,5,1.5,.737745,1.317255,0,1,1,16,3,6,0,0,0,0,0,0,0,0,1,3,10,3,2,1,0,76.7,3,0,0,4,3,19,0,0,0,1,1,0,0,0,0,0,9,4,0,0,1,1,1,4,0,4,2,4,4,1,0,8,3,18,3104.63,6,914.88,0,3,7,0,4.8,29.25,1,33.75,3.51898041731854,230.1,1,51.4,342.25,5.83554146416856,1,32.5,195,5.27299955856375,1,62,4.12713438504509,365.9,5.90236007202516,1,1,1,4,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,0,0,0,0
3948-QYMTYJ-AWC,2,5,0,29,3,Junio,16,3,3,0,3,2,0,35,2,10.1,1.976065,1.558935,1,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,5,2,0,-1,-1,-1,-1,-1,1,8,4,36,0,0,0,1,0,1,0,1,0,1,9,4,0,0,1,3,4,2,0,2,2,2,1,2,0,2,2,9,174.92,3,75.31,1,3,3,1,3.45,11.85,1,20,2.99573227355399,55.1,1,39.8,71.15,4.26479032453586,1,27.25,40,3.68887945411394,1,26.55,3.27902974768795,59.4,4.0842942263686,0,1,1,2,1,1,1,1,0,1,31,1,1,1,0,1,1,1,1,0,0,0,0
5755-CQBOTL-4WI,1,2,1,45,4,Noviembre,12,2,2,0,10,3,0,38,2,4.7,.171456,1.614544,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,20,4,1,1,0,16.2,1,0,0,4,3,19,0,0,0,1,0,0,0,1,0,0,9,3,1,0,1,2,4,1,0,27,5,4,3,4,0,20,5,4,77.63,4,48.43,0,1,51,0,10,578.75,0,0, ,0,0,0,0, ,1,15.5,830,6.72142570079064,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,21,1,1,1,0,1,0,0,0,1,0,0,0
7904-IFWZKG-GXM,4,4,0,51,5,Enero,21,5,2,0,3,2,0,218,5,6.1,.239364,13.058636,0,2,1,17,4,5,8,0,0,0,2,0,0,6,1,1,26,5,3,1,0,86.2,3,1,0,1,1,31,1,0,0,1,0,0,1,1,0,0,9,2,1,0,1,4,3,1,0,13,4,1,1,4,0,6,3,9,395.31,4,209.76,0,3,14,1,4.4,54.95,1,21.75,3.07961375753469,305.4,1,54.4,670.4,6.50787454916787,1,14.5,180,5.19295685089021,1,60.85,4.10841181943354,785.65,6.66651140063614,1,1,1,4,1,1,1,1,1,1,25,1,1,1,0,1,0,1,1,0,0,0,1
6210-DHPOYZ-UQ7,4,3,1,64,5,Septiembre,15,3,2,0,7,3,0,35,2,9.7,.37345,3.02155,0,3,0,-1,-1,1,2,2,0,0,0,0,0,0,1,3,17,4,1,1,1,15.9,1,1,1,4,3,23,0,0,0,1,0,0,1,0,0,1,1,3,1,0,1,3,2,1,0,30,5,4,1,4,0,21,5,4,61.72,0,0,0,2,59,0,37.4,2163.65,1,54.5,3.9982007016692,3111.35,0,0,0, ,1,18.75,1050,6.95654544315157,1,46.35,3.83622129201186,2665.6,7.88818445197252,1,1,1,0,1,1,1,1,0,1,29,1,1,1,0,1,1,0,1,1,0,0,0
4936-ZXVMAD-2BM,5,5,0,28,3,Abril,18,4,2,0,2,2,0,33,2,4.2,.303534,1.082466,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,6,2,2,1,0,16.2,1,0,0,1,1,25,1,0,0,1,0,0,0,1,0,1,9,2,1,0,1,4,1,3,0,2,2,5,2,3,0,3,2,11,270.15,2,37.4,0,1,5,0,3.2,7.05,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,25,1,1,1,0,0,0,0,0,0,0,0,0
6143-ZQRFPU-VAW,4,1,1,77,6,Junio,12,2,1,0,17,5,1,21,1,3.1,.220038,.430962,0,5,0,-1,-1,1,12,0,0,3,0,0,0,9,1,1,51,5,3,1,0,6.4,1,0,0,1,1,33,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,3,1,3,1,37,5,4,4,3,0,24,5,16,489.14,5,174.68,0,2,70,0,14.25,1004.05,0,0, ,0,0,0,0, ,1,13.75,945,6.85118492749374,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0
0133-TBTJGH-37J,3,3,0,66,6,Enero,14,2,2,0,6,3,1,11,1,27.5,2.35345,.67155,1,2,1,11,1,2,2,0,2,0,0,0,0,0,1,2,16,4,4,1,1,8.2,1,0,0,1,1,27,1,0,1,0,1,0,0,1,0,0,2,5,0,1,0,2,1,2,0,22,5,3,4,4,0,17,5,9,158.78,6,136.21,0,2,51,0,10.55,529.3,0,0, ,0,1,28.75,1567.6,7.35730106632548,1,17.75,950,6.85646198459459,0,0, ,0, ,1,0,0,3,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0
6250-LFTFQQ-LVV,3,5,1,23,2,Diciembre,15,3,2,0,0,1,0,14,1,23,.53452,2.68548,1,1,1,16,3,6,1,1,0,0,0,0,0,0,1,3,2,1,2,1,1,6.4,1,1,1,4,3,36,0,0,0,1,0,0,0,0,0,0,9,3,0,1,0,5,1,2,0,2,2,2,4,3,0,2,2,12,284.14,5,93.33,1,3,3,0,1.3,3.05,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,3,0,0,0,0,1,1,13,0,0,0,0,1,0,1,0,0,0,0,0
6013-AOTWOI-QEC,1,1,0,44,4,Noviembre,16,3,6,0,17,5,0,91,4,1.1,.45045,.55055,0,3,1,16,3,2,0,0,0,0,0,0,0,0,0,1,20,4,3,1,1,43.5,3,1,0,1,1,25,1,0,0,1,0,0,0,1,0,1,9,2,0,1,1,4,3,1,0,15,4,2,4,2,1,13,4,8,393.42,3,171.2,0,3,37,1,8.65,289.75,0,0, ,0,1,34.4,1340.75,7.20098443786303,0,0,0, ,0,0, ,0, ,1,0,0,2,0,0,0,0,1,1,25,1,1,1,0,1,1,1,0,0,0,1,0
8863-IGECRD-VXX,3,1,0,75,6,Agosto,11,1,2,0,13,4,1,20,1,7,.35,1.05,0,2,0,-1,-1,1,3,1,0,2,0,0,0,0,1,3,39,5,3,0,0,11.5,1,1,0,1,1,23,1,0,0,0,0,0,0,0,0,0,9,4,0,1,0,2,3,4,0,36,5,5,3,4,0,28,5,10,217.09,4,110.72,1,2,72,0,29.45,2157.7,1,36.5,3.59731226058845,2595.65,0,0,0, ,1,53.75,3730,8.22416351263786,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,0,0,1,0,0,0
5313-ZRVTIG-3GU,3,3,1,56,5,Agosto,12,2,1,0,14,4,0,102,4,5.5,2.06448,3.54552,0,2,0,-1,-1,1,4,0,1,3,0,0,0,0,1,1,25,4,2,1,1,45.9,3,1,1,1,1,39,1,0,0,0,1,0,0,0,0,0,1,6,1,1,0,4,3,2,1,28,5,2,1,4,0,21,5,13,526.8,9,322.6,0,3,52,0,14.6,734.5,1,31.25,3.44201937618241,1619.45,1,38.05,1918.95,7.55953344043115,1,45.5,2415,7.78945456608667,0,0, ,0, ,1,0,0,0,1,1,1,1,0,1,14,1,1,1,0,1,0,0,0,1,0,1,0
8807-PQIEDY-00D,2,1,0,35,4,Abril,15,3,3,0,9,3,0,66,3,1.5,.6534,.3366,0,5,1,15,3,3,0,0,0,0,0,0,0,0,1,1,11,3,3,1,1,30.7,2,1,0,1,1,20,1,0,0,0,0,0,0,0,0,0,9,3,1,0,1,4,4,1,0,16,5,1,3,1,0,15,4,7,396.76,3,156.31,0,1,55,0,7.75,421.2,1,16.75,2.81839825827108,865.75,0,0,0, ,1,4.25,210,5.34710753071747,0,0, ,0, ,1,0,0,0,0,1,0,0,0,1,19,1,1,1,0,1,1,1,0,0,0,0,0
0397-SGLLTF-HUD,1,1,1,24,2,Diciembre,19,4,1,1,0,1,0,44,2,5.7,.722304,1.785696,1,1,1,17,4,3,0,0,0,0,0,0,0,0,1,1,3,2,4,1,1,20.1,2,0,0,1,1,25,1,0,0,0,0,0,1,0,0,0,9,1,0,1,1,2,1,2,1,7,3,3,3,4,0,5,2,12,405.42,6,252.01,0,1,15,1,5.65,93.15,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,1,1,0,4,0,0,0,0,1,1,24,1,1,1,0,1,1,1,0,1,0,0,0
8700-OICYFA-DCR,3,1,1,35,4,Marzo,18,4,2,0,0,1,0,44,2,17.1,.722304,6.801696,0,2,0,-1,-1,1,9,1,0,0,0,0,0,8,0,2,12,3,1,1,0,19.4,1,0,1,3,2,21,1,0,1,0,0,0,0,0,0,0,9,3,0,0,1,2,2,3,0,10,3,4,3,3,0,6,3,6,123.57,6,147.63,0,3,24,1,7,175.8,0,0, ,0,1,35.1,767.4,6.64300817781285,0,0,0, ,0,0, ,0, ,1,0,0,1,0,0,1,0,1,1,22,1,1,1,0,1,1,0,0,0,0,1,0
2183-SBNRFZ-9JC,3,5,1,59,5,Junio,19,4,2,0,8,3,0,67,3,17.5,2.0636,9.6614,0,1,0,-1,-1,1,3,2,0,1,0,0,0,0,1,1,30,5,3,1,0,31,2,0,1,1,1,30,1,0,0,0,0,0,0,0,1,0,9,5,1,0,0,4,3,2,1,24,5,3,4,3,0,14,4,11,533.25,7,309.41,0,2,39,0,6.1,223.35,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,1,0,0,2,0,0,1,0,1,1,25,1,1,1,0,1,1,1,0,0,0,0,0
3695-IXERGB-NC2,4,2,0,33,3,Diciembre,15,3,2,0,2,2,0,20,1,3.1,.21328,.40672,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,7,2,2,0,1,11.9,1,0,0,5,3,29,1,0,0,0,1,0,0,0,0,0,9,5,1,0,1,3,3,4,0,15,4,5,2,1,0,15,4,10,112.1,2,34.1,0,3,37,0,7.9,322.25,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,1,0,0,0,0,1,21,1,1,1,0,0,0,0,0,0,0,0,0
6078-VFGDQF-Y3K,2,4,0,56,5,Septiembre,15,3,2,0,2,2,0,38,2,5.8,.806664,1.397336,0,4,1,14,2,5,5,1,4,0,0,0,0,0,0,3,24,4,0,-1,-1,-1,-1,-1,1,8,4,25,0,0,1,0,0,0,0,1,0,1,9,5,0,0,0,4,1,4,0,8,3,1,1,1,0,6,3,12,658.54,3,126.96,0,2,13,0,5.7,68.95,1,22.25,3.10234200861225,300.25,0,0,0, ,1,15.5,185,5.22035582507832,0,0, ,0, ,1,0,0,0,1,1,0,1,0,1,21,1,1,1,0,0,1,0,0,0,0,0,0
4098-XZBUNU-BVM,2,1,1,56,5,Noviembre,20,5,1,0,6,3,0,76,4,6.3,2.92068,1.86732,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,3,23,4,1,1,1,39.3,2,0,0,5,3,21,0,0,1,0,1,0,0,0,0,0,9,2,1,0,1,4,2,4,0,37,5,1,4,2,1,26,5,7,238.52,5,207.35,0,3,67,1,15.25,1010.8,1,27.25,3.30505352110925,1730.8,1,49.25,3189.1,8.06749402431082,1,31.25,2115,7.65681009148038,1,36.9,3.60821155104648,2381.6,7.77552780970157,1,1,1,1,1,1,1,0,1,1,20,1,1,1,0,1,1,1,1,1,0,0,0
9244-NELAGU-B8N,3,5,1,39,4,Octubre,16,3,4,0,9,3,0,49,2,8.6,.939722,3.274278,0,2,0,-1,-1,1,3,3,0,0,0,0,0,0,0,2,3,2,0,-1,-1,-1,-1,-1,0,4,3,34,0,0,1,1,0,0,0,0,0,0,9,4,0,0,0,3,3,3,0,7,3,2,4,1,0,8,3,6,165.56,4,141.37,1,1,12,0,7.1,68.75,1,18,2.89037175789616,184.3,0,0,0, ,1,15,160,5.07517381523383,0,0, ,0, ,1,1,0,3,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,0,0,0
1527-FTFBNO-JT3,2,4,1,41,4,Agosto,10,1,1,0,4,2,0,40,2,3.9,.47736,1.08264,0,2,1,13,2,2,6,0,0,0,0,0,0,6,1,1,14,3,1,1,1,18.9,1,0,1,2,1,35,0,1,0,1,0,0,0,0,0,1,9,3,0,1,0,3,2,1,0,23,5,4,3,1,0,23,5,15,277.81,5,108.9,1,1,69,0,22.75,1518.8,1,29.5,3.38439026334577,2028.9,0,0,0, ,1,22.75,1575,7.36201055125973,0,0, ,0, ,1,0,0,0,0,0,0,1,0,1,23,1,1,1,0,0,0,1,0,1,0,0,0
0348-CKKPNL-H6A,3,2,0,21,2,Octubre,16,3,6,0,0,1,0,27,2,11.6,1.562868,1.569132,1,3,0,-1,-1,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,17.4,1,0,0,1,1,33,1,1,1,1,0,0,0,0,0,0,9,1,1,1,1,2,4,2,0,3,2,4,3,4,0,3,2,8,287.86,6,175.52,0,3,17,0,18.3,303.85,1,27,3.29583686600433,485.85,1,36.5,582.15,6.36672814648303,1,44.5,755,6.62671774924902,1,40.3,3.69635146895264,647.5,6.47311879357369,1,1,0,4,1,1,1,1,1,1,14,1,1,1,0,1,1,0,1,0,0,0,0
2391-TGZPUJ-VFZ,2,1,1,51,5,Abril,17,4,3,0,13,4,0,70,3,19.2,6.5856,6.8544,1,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,17,4,4,1,1,21.2,2,1,0,1,1,24,1,0,0,0,0,0,0,0,0,0,9,6,0,1,1,2,1,4,1,27,5,1,3,1,1,22,5,12,541.92,4,138.8,1,2,64,0,20.9,1341.15,1,20.5,3.02042488614436,1325.65,1,32.4,1881.3,7.53971830621709,0,0,0, ,0,0, ,0, ,1,0,0,0,1,1,1,1,1,1,20,1,1,1,0,0,0,1,0,1,0,0,0
8691-NEWRIL-2QR,4,3,0,37,4,Julio,16,3,1,0,6,3,0,38,2,2.6,.412984,.575016,0,4,1,14,2,3,1,1,0,0,0,0,0,0,1,1,11,3,0,-1,-1,-1,-1,-1,1,8,4,20,0,1,0,0,0,0,0,1,0,0,9,6,1,1,0,3,3,2,0,9,3,2,3,3,0,6,3,8,235.94,4,77.82,1,3,25,0,5.85,115,0,0, ,0,1,50.7,1242.9,7.12520263775147,1,6.25,145,4.97673374242057,1,41.7,3.73050112880476,1007,6.91473089271856,1,1,1,4,1,1,0,0,1,1,12,1,1,1,1,1,1,1,1,1,0,0,0
0149-BQASNG-OUW,5,4,0,29,3,Diciembre,10,1,1,0,3,2,0,38,2,11,2.8424,1.3376,1,3,0,-1,-1,1,10,0,0,0,0,4,0,6,1,1,6,2,2,1,1,23.6,2,0,1,1,1,21,1,0,1,0,0,0,0,0,0,0,9,2,0,0,0,3,3,2,1,8,3,1,4,2,0,4,2,10,178.32,8,230.05,0,3,8,0,7.35,68.35,1,14.25,2.65675690671466,102.2,0,0,0, ,1,8.25,55,4.00733318523247,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,1,0,0,0,0,0,0
4695-GKGJEO-J80,3,1,1,78,6,Junio,8,1,2,1,10,3,1,15,1,15.9,.80613,1.57887,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,10,3,1,0,0,8.2,1,0,0,3,2,21,0,0,1,0,0,0,0,1,0,0,2,5,1,0,0,5,4,2,1,5,2,2,3,4,0,3,2,10,193.57,4,59.81,1,2,15,0,6.15,111.45,0,0, ,0,0,0,0, ,1,7.25,105,4.65396035015752,0,0, ,0, ,0,0,0,0,0,0,0,1,0,1,16,1,1,0,0,0,0,0,0,0,1,0,0
0856-OUKUNA-PD5,3,3,1,41,4,Octubre,22,5,2,1,2,2,0,40,2,18.2,4.24424,3.03576,1,4,0,-1,-1,1,7,0,1,0,0,0,0,6,0,2,2,1,3,1,1,17.8,1,0,1,1,1,25,1,0,0,0,1,0,0,0,0,1,9,1,1,0,1,1,4,2,0,2,2,4,3,1,0,2,2,8,369.14,7,296.03,1,1,5,1,4.75,27.95,0,0, ,0,1,32.05,109.9,4.69957086140958,1,28.75,125,4.8283137373023,0,0, ,0, ,0,0,1,3,1,0,0,1,1,1,19,1,1,1,1,1,1,1,1,0,0,0,0
4896-VFIEDV-RLO,4,5,0,46,4,Junio,16,3,1,1,8,3,0,44,2,1.4,.082544,.533456,0,5,1,13,2,4,1,0,0,0,1,0,0,0,1,1,19,4,1,1,1,18.2,1,1,0,8,4,42,0,0,0,1,0,1,0,1,0,0,9,2,1,0,0,3,4,1,0,18,5,2,4,4,0,16,5,8,315.66,5,188.35,0,3,39,1,10.15,398.3,1,29,3.36729582998647,1191.95,1,47.75,1745.7,7.46491090033073,1,18.5,720,6.5792512120101,1,41.7,3.73050112880476,1611,7.38461038317697,1,1,1,4,1,1,1,1,1,1,21,1,1,1,1,1,0,1,1,1,0,0,1
8875-SRRYKT-J4F,3,1,1,43,4,Enero,20,5,1,0,5,2,0,73,3,8.3,1.448101,4.610899,0,4,1,15,3,2,1,1,0,0,0,0,0,0,1,3,22,4,0,-1,-1,-1,-1,-1,0,4,3,22,0,0,0,1,0,0,0,0,0,0,1,6,0,0,1,4,4,2,1,11,4,3,2,3,0,9,3,16,366.37,1,22.19,1,3,29,1,11.55,327.95,1,34.5,3.54095932403731,926.85,1,46.35,1375.75,7.22675431593987,1,14.75,380,5.94017125272043,1,62.5,4.13516655674236,1778.4,7.48346936264999,1,1,1,4,1,1,1,1,1,1,30,1,1,1,1,1,1,1,1,0,0,0,0
3900-SSWIXG-RI2,1,3,1,71,6,Mayo,10,1,2,0,4,2,1,10,1,12.1,.25289,.95711,0,3,0,-1,-1,1,12,0,2,0,0,0,0,10,0,2,25,4,4,1,0,4.8,1,1,0,1,1,38,1,0,1,0,1,0,0,0,1,0,2,6,0,0,1,4,1,4,0,35,5,2,1,1,1,24,5,8,123.29,3,49.65,0,2,67,0,11.8,750.1,0,0, ,0,0,0,0, ,1,10.75,705,6.55819780281227,0,0, ,0, ,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,1,0,0,0,1,0,1,0
3432-TSCYSJ-VAA,5,4,1,19,2,Julio,14,2,6,0,0,1,0,17,1,7.8,.640458,.685542,0,1,1,13,2,4,11,1,0,0,0,0,0,10,1,3,0,1,2,1,0,12.1,1,1,1,10,5,33,1,0,1,0,0,0,1,0,0,1,9,2,0,0,0,3,2,3,0,1,1,4,2,3,0,1,1,10,147.27,4,96.77,1,3,4,0,3.2,12.65,1,13.25,2.58399755243223,40.3,1,32.1,112.35,4.72161899863134,1,15,60,4.0943445622221,1,25.4,3.23474917402449,82.15,4.40854684448328,0,1,0,2,0,1,0,0,1,1,22,0,0,1,0,1,1,1,1,0,1,0,0
6652-PBVZCG-KQ4,1,1,0,79,6,Julio,11,1,2,1,6,3,1,13,1,14.1,1.097967,.735033,0,3,1,13,2,2,1,1,0,0,0,0,0,0,0,2,24,4,2,0,1,5.8,1,0,0,1,1,20,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,3,0,13,4,3,4,4,0,12,4,6,181.28,4,175.94,0,2,48,0,10.85,557.35,0,0, ,0,0,0,0, ,1,28.25,1320,7.18538701558042,0,0, ,0, ,0,0,0,0,1,1,0,1,0,1,20,1,1,1,0,0,1,0,0,0,0,0,0
8677-REKIVF-1JD,3,1,1,74,6,Septiembre,13,2,3,0,23,5,0,167,5,4.8,5.947872,2.068128,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,46,5,0,-1,-1,-1,-1,-1,1,4,3,14,0,0,0,1,1,1,0,0,0,0,9,5,0,0,1,4,4,1,0,37,5,1,3,2,0,28,5,7,499.75,4,302.22,0,2,72,0,23.05,1692.95,1,31.5,3.44998754583159,2402.55,0,0,0, ,1,64.25,4690,8.45318786144033,0,0, ,0, ,1,0,0,0,1,1,0,1,0,1,23,1,1,1,1,0,0,0,0,1,0,0,0
7315-BIXCYX-3JD,5,5,1,44,4,Octubre,13,2,2,0,2,2,0,43,2,4.9,1.082998,1.024002,1,4,0,-1,-1,1,1,0,1,0,0,0,0,0,1,1,6,2,2,0,1,18.2,1,0,0,4,3,33,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,2,1,3,0,3,2,5,4,3,0,1,1,11,570.68,4,119.96,1,1,5,0,7.35,39.2,1,18.75,2.93119375241642,95.65,0,0,0, ,1,14.25,40,3.68887945411394,0,0, ,0, ,0,0,0,0,0,1,1,1,0,1,23,1,1,1,0,0,0,0,0,0,0,0,0
3465-PTIFZV-V37,2,3,1,42,4,Diciembre,20,5,1,0,5,2,0,80,4,7.5,1.944,4.056,1,3,1,19,4,2,3,1,0,2,0,0,0,0,1,1,17,4,0,-1,-1,-1,-1,-1,1,4,3,30,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,3,2,4,0,17,5,2,1,4,0,14,4,12,673.1,4,397.09,1,2,32,0,5.6,172.9,0,0, ,0,0,0,0, ,1,4.25,115,4.74493212836325,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,1,1,0,1,0,0,0
4039-NPYLRF-XFJ,3,1,1,35,4,Octubre,17,4,3,0,5,2,0,29,2,7.3,.459389,1.657611,0,4,1,13,2,5,0,0,0,0,0,0,0,0,1,1,14,3,1,1,0,11,1,0,0,3,2,19,0,0,1,0,0,0,0,0,0,0,9,4,0,1,0,1,1,2,0,16,5,4,3,1,0,10,3,8,297.13,3,81.8,1,3,28,1,14.1,423.8,0,0, ,0,1,43.8,1113,7.01481435127555,1,10.75,290,5.66988092298052,1,48.25,3.87639582778499,1343.25,7.20284732960893,1,1,1,3,1,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,0,1,0
6499-DNTMBW-LNS,4,4,1,42,4,Octubre,11,1,6,0,15,4,0,55,3,22.4,1.232,11.088,0,1,0,-1,-1,1,7,3,0,4,0,0,0,0,0,2,13,3,3,1,1,27.7,2,1,0,1,1,27,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,5,2,4,0,15,4,3,2,1,0,11,4,12,870.08,5,220.88,1,1,30,0,7.9,238.5,1,14,2.63905732961526,404.9,0,0,0, ,1,13.5,380,5.94017125272043,0,0, ,0, ,0,0,0,0,1,0,1,0,0,1,19,1,1,1,0,0,0,0,1,0,0,0,0
3992-XOPOFU-S3V,3,5,0,48,4,Abril,11,1,3,0,15,4,0,116,4,11.5,8.85776,4.48224,0,4,1,7,1,3,8,0,3,0,0,0,0,5,0,2,19,4,2,1,0,63.3,3,1,0,1,1,32,1,0,0,0,0,0,0,0,0,0,9,4,1,0,1,4,4,4,1,30,5,2,4,4,0,29,5,9,198.75,3,64.19,0,2,72,0,61.8,4410.85,1,42,3.73766961828337,3045.8,0,0,0, ,1,36,2655,7.88419993367604,0,0, ,0, ,1,0,0,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,0,1,0,1,0
